,index,Name.1,Timestamp[ms].1,Date[MM.dd.yyyy].1,Time[hh:mm:ss.fff].1,Gpstime[ms].1,GnssStatus.1,Lat[wgs84].1,Lng[wgs84].1,Height[m].1,Heading[°].1,Velocity[m/s].1,Velocity[km/h].1,Acceleration[m/s²].1,North[m].1,East[m].1,Distance[m],YawRate[deg/s],vY[m/s],Lateral Distance[m],Forward Distance[m],GeoDistance[m],DistanceFromOrigin[m],Velocity_Status,Velocity_
0,0,FBl_26,35697570.0,16.06.2022,09:54:57.570,1339408497570.0,INS_SOLUTION_GOOD,50.2357050133944,14.9297259954214,199.702377319336,277.423286437988,0.0139330226282674,0.0501588814617626,0.0549893723622065,-4.11415345859536,40.1666621436021,0.24595080230008,0.0001249878259841,0.006374069742634,0.0062667378712815,0.245870952218586,0.245950802292697,0.245950802292697,Passed,7.7874756788126644
1,1,FBl_26,35697580.0,16.06.2022,09:54:57.580,1339408497580.0,INS_SOLUTION_GOOD,50.2357050132155,14.9297259955406,199.702484130859,277.423706054688,0.014441624403125,0.0519898478512499,0.0500729940978851,-4.11417334836338,40.1666706486139,0.245931137969551,0.0111468564718962,0.0068225487235345,0.0062752429437831,0.24585106456014,0.245931137962149,0.245931137962149,Passed,5.6710554800650685
2,2,FBl_26,35697590.0,16.06.2022,09:54:57.590,1339408497590.0,INS_SOLUTION_GOOD,50.2357050130963,14.9297259956598,199.702575683594,277.423896789551,0.014868192437021,0.0535254927732756,0.0760295059719541,-4.11418660820873,40.1666791533987,0.245918096658431,0.0155378896743059,0.0070377829770553,0.0062837476601584,0.245837801763273,0.245918096651009,0.245918096651009,Passed,9.669574235065056
3,3,FBl_26,35697600.0,16.06.2022,09:54:57.600,1339408497600.0,INS_SOLUTION_GOOD,50.2357050128579,14.9297259957194,199.702682495117,277.423759460449,0.0142878678413843,0.0514363242289836,0.0781197026405284,-4.11421312931456,40.1666834062449,0.245891695162259,0.0073016388341784,0.0066772043660348,0.0062880005668941,0.245811282887879,0.245891695154826,0.245891695154826,Passed,10.025750978014536
4,4,FBl_26,35697610.0,16.06.2022,09:54:57.610,1339408497610.0,INS_SOLUTION_GOOD,50.2357050126195,14.9297259958386,199.702774047852,277.423851013184,0.0142003521061385,0.0511212675820986,0.0347827220826268,-4.11423964829769,40.1666919108028,0.245865400555873,0.0276262275874615,0.0067581371661729,0.0062965050818886,0.245784761957671,0.245865400548421,0.245865400548421,Passed,10.59480797146198
5,5,FBl_26,35697620.0,16.06.2022,09:54:57.620,1339408497620.0,INS_SOLUTION_GOOD,50.2357050123811,14.9297259960175,199.702865600586,277.423645019531,0.0140853002226188,0.0507070808014277,0.0325789790883933,-4.11426616940352,40.1667046684338,0.24583921497831,0.0148511119186878,0.0063873905024648,0.0063092627167634,0.245758240597225,0.245839214970827,0.245839214970827,Passed,10.026043424827698
6,6,FBl_26,35697630.0,16.06.2022,09:54:57.630,1339408497630.0,INS_SOLUTION_GOOD,50.2357050121427,14.9297259961367,199.70295715332,277.423728942871,0.0135084420848961,0.048630391505626,0.031966091781079,-4.11429268909422,40.1667131734455,0.245812923284941,-0.0467315167188644,0.005348432340442,0.0063177677563691,0.245731721722646,0.245812923277438,0.245812923277438,Passed,12.320356271879087
7,7,FBl_26,35697640.0,16.06.2022,09:54:57.640,1339408497640.0,INS_SOLUTION_GOOD,50.2357050118446,14.9297259962559,199.703063964844,277.423683166504,0.0144049067716687,0.0518576643780072,0.0233983261637528,-4.11432583870758,40.1667216782303,0.245780002967379,0.0572668202221394,0.0068665734425167,0.0063262725373219,0.245698571690456,0.245780002959856,0.245780002959856,Passed,12.320603009162578
8,8,FBl_26,35697650.0,16.06.2022,09:54:57.650,1339408497650.0,INS_SOLUTION_GOOD,50.2357050115466,14.9297259963751,199.703155517578,277.423645019531,0.0137706122033759,0.0495742039321534,0.0479516505655581,-4.11435898902852,40.1667301830151,0.245747082246482,-0.0121572203934193,0.0057560892104084,0.0063347773168998,0.245665420898621,0.245747082238938,0.245747082238938,Passed,12.320623308661906
9,9,FBl_26,35697660.0,16.06.2022,09:54:57.660,1339408497660.0,INS_SOLUTION_GOOD,50.2357050112486,14.9297259964943,199.703247070313,277.423408508301,0.0140183625380575,0.0504661051370069,0.089198024862617,-4.11439213934946,40.1667386880268,0.245714164002504,0.0471595600247383,0.0063146656475054,0.006343282377953,0.245632272220907,0.24571416399494,0.24571416399494,Passed,12.320623318506797
10,10,FBl_26,35697670.0,16.06.2022,09:54:57.670,1339408497670.0,INS_SOLUTION_GOOD,50.2357050109506,14.9297259966135,199.703338623047,277.423553466797,0.0139164480120993,0.0500992128435574,0.0313563746499372,-4.1144252896704,40.1667471930386,0.245681244394539,0.0143410693854094,0.0059576498226427,0.006351787394653,0.24559912182338,0.245681244386954,0.245681244386954,Passed,12.320603005755723
11,11,FBl_26,35697680.0,16.06.2022,09:54:57.680,1339408497680.0,INS_SOLUTION_GOOD,50.2357050106525,14.9297259967327,199.703430175781,277.423500061035,0.0133862284187377,0.0481904223074558,0.0197810437117522,-4.11445843999133,40.1667556978234,0.245648324035842,-0.0326997898519039,0.0052749225171703,0.0063602921559144,0.245565970324826,0.245648324028238,0.245648324028238,Passed,12.320643608669364
12,12,FBl_26,35697690.0,16.06.2022,09:54:57.690,1339408497690.0,INS_SOLUTION_GOOD,50.2357050103545,14.9297259968519,199.703521728516,277.423187255859,0.0132527377915822,0.0477098560496958,0.0845255983929252,-4.11449159031227,40.166764203062,0.245615408275201,-0.0743557289242744,0.004656415774621,0.0063687974805909,0.245532823054473,0.245615408267576,0.245615408267576,Passed,14.644520113020834
13,13,FBl_26,35697700.0,16.06.2022,09:54:57.700,1339408497700.0,INS_SOLUTION_GOOD,50.2357050099969,14.9297259969711,199.703628540039,277.422782897949,0.0139892663850887,0.0503613589863194,0.0076146231473548,-4.11453137055588,40.1667727078468,0.245575858642077,-0.0166833139955997,0.0055219175901591,0.0063773021820764,0.245493039332925,0.245575858634432,0.245575858634432,Passed,14.402477592796533
